,5a:48:22:ec:60:64:,00:ad:24:62:00:b3:,9c:1c:12:82:88:73:,00:21:91:f6:ae:89:,00:ad:24:61:c3:d3:,6a:4b:aa:55:ad:d9:,1c:5f:2b:fa:cc:cf:,b4:5d:50:7a:15:80:,9c:1c:12:82:81:a0:,1a:8d:12:b2:44:9d:,1c:49:7b:49:8b:fb:,00:ad:24:62:00:b2:,9c:1c:12:82:88:72:,4c:ed:fb:14:03:7d:,04:92:26:7d:d2:61:,f6:8c:50:54:4f:2f:,00:ad:24:61:e2:a2:,00:ad:24:61:c2:b7:,b4:5d:50:7a:15:92:,2c:fd:a1:6b:0e:e8:,6c:5c:14:00:2f:d9:,06:41:69:ab:48:a7:,2e:fd:a1:2d:84:cf:,10:7b:44:20:ca:e4:,04:d9:f5:0d:53:c9:,72:82:d5:9b:35:54:,84:c7:ea:35:91:fa:,66:70:33:80:41:12:,b0:6e:bf:d8:00:30:,a2:30:b6:38:75:61:,de:d0:a6:0c:6f:7e:,c8:bc:c8:fe:b6:82:,76:f6:1c:8f:49:04:,38:d5:47:74:c0:1c:,00:ad:24:61:ff:8f:,9c:1c:12:82:81:b0:,ae:ed:5c:67:a9:ee:,62:ff:2c:40:50:95:,32:cb:38:4b:9e:4e:,78:32:1b:ce:02:84:,9c:1c:12:82:88:70:,40:9b:cd:a9:72:cb:,9c:1c:12:82:81:b2:,82:35:c1:d2:c6:8c:,0c:b6:d2:e0:00:a7:,8a:29:9c:b2:94:ef:,40:9b:cd:a9:7b:6a:,84:c7:ea:8e:76:74:,fe:f5:05:ab:4b:41:,62:0a:af:75:7c:19:,10:7b:44:df:de:1e:,6a:9a:c8:70:c5:c3:,2c:fd:a1:07:36:cc:,f2:a2:4c:a6:27:94:,20:39:56:36:e4:38:,66:18:fd:f1:84:6b:,5a:48:22:f7:d2:fd:,0c:b6:d2:e0:00:a6:,ae:8e:f2:b5:06:58:,70:8b:cd:ea:2e:3c:,00:ad:24:61:ce:17:,9c:1c:12:82:81:b1:,b0:b8:67:02:96:43:,9c:1c:12:82:81:a2:,b4:5d:50:7a:15:83:,38:d5:47:74:c0:18:,84:c7:ea:8d:00:8f:,b6:b0:1f:47:7c:9d:,2c:fd:a1:6b:0e:ec:,00:ad:24:61:ce:16:,40:9b:cd:a9:72:ca:,00:ad:24:61:c2:b6:,6e:8d:c1:b7:5c:00:,40:9b:cd:a9:7b:6b:,c6:9d:ed:8b:95:81:,aa:af:4e:0c:9f:f3:,f8:32:e4:1a:54:c5:,a8:9c:ed:4c:f3:d1:,00:ad:24:61:e2:a3:,9c:1c:12:82:88:63:,00:ad:24:61:ff:8e:,a0:28:ed:c7:84:60:,36:41:5d:d2:03:39:,6e:4d:73:ee:94:5a:,b4:5d:50:7a:15:82:,4c:1a:3d:63:24:fc:,9c:1c:12:82:81:a3:,ec:d0:9f:38:a2:da:,b4:5d:50:7a:15:90:,e2:d0:12:b8:50:ae:,66:89:f1:e2:8e:59:,38:78:62:05:1f:b8:,9c:1c:12:82:88:62:,cc:9f:7a:15:dd:ec:,52:76:af:cd:f5:dc:,48:5a:3f:11:b1:9a:,74:f6:1c:00:59:32:,2c:fd:a1:6b:0f:68:,72:f6:2a:78:44:09:,26:33:39:8e:5c:41:,7a:bf:9a:4d:cd:58:,9c:1c:12:82:88:60:,e2:9a:d0:9b:3e:64:,70:5e:55:98:3f:7d:,4c:d1:a1:da:85:3e:,d6:38:9c:b9:33:96:,c8:bc:c8:fe:b6:81:,e2:d0:83:9e:64:7d:,1c:49:7b:49:8b:fa:,1c:5f:2b:fa:cc:ce:,a6:07:b6:5f:98:28:,6a:3b:38:65:b8:16:,b0:6e:bf:0c:3f:f3:,e6:70:b8:f7:3a:ff:,1a:31:bf:90:87:72:,6e:00:6b:36:57:af:,9c:1c:12:82:88:71:,b4:5d:50:7a:15:81:,22:47:da:35:aa:8c:,9c:1c:12:82:88:61:,42:71:55:6b:f8:3b:,e6:e4:ab:1d:7e:a1:,2e:37:76:2f:01:e6:,2c:fd:a1:6b:12:e0:,00:ad:24:61:c3:d2:,06:92:26:04:d2:61:,aa:66:a5:ab:1e:d0:,88:11:96:41:93:8d:,3a:81:0e:17:59:cc:,36:a3:95:c4:6a:cb:,9c:1c:12:82:81:b3:,b4:5d:50:7a:15:91:,b4:5d:50:7a:15:93:,2e:36:36:78:88:6e:
2,-61,-71,-84,-51,-82,-100,-73,-70,-74,-100,-100,-56,-86,-73,-100,-100,-51,-75,-66,-100,-100,-100,-62,-74,-63,-100,-100,-66,-100,-100,-88,-83,-100,-100,-75,-100,-100,-100,-68,-100,-86,-72,-100,-70,-71,-100,-57,-100,-84,-100,-100,-100,-100,-100,-100,-62,-100,-55,-100,-100,-82,-69,-100,-73,-100,-75,-100,-100,-100,-54,-52,-63,-100,-75,-78,-100,-100,-72,-65,-100,-57,-100,-67,-64,-69,-100,-74,-70,-66,-100,-100,-100,-100,-100,-80,-62,-100,-100,-100,-100,-100,-100,-64,-100,-64,-100,-100,-100,-100,-63,-76,-100,-91,-89,-100,-66,-86,-69,-69,-100,-100,-100,-100,-100,-60,-100,-73,-79,-72,-66,-69,-66,-66,-100
2,-61,-71,-84,-52,-82,-100,-73,-70,-74,-100,-100,-56,-86,-73,-100,-100,-51,-75,-66,-100,-100,-100,-64,-74,-63,-100,-100,-66,-100,-100,-88,-83,-100,-100,-74,-100,-100,-100,-68,-100,-86,-72,-100,-70,-71,-100,-57,-100,-84,-100,-100,-100,-100,-100,-100,-67,-100,-57,-100,-100,-81,-69,-100,-73,-100,-75,-100,-100,-100,-52,-52,-63,-100,-76,-78,-100,-100,-72,-65,-100,-57,-80,-67,-64,-70,-100,-72,-67,-66,-100,-100,-100,-100,-100,-82,-62,-100,-100,-100,-100,-100,-100,-63,-100,-64,-100,-69,-100,-100,-61,-76,-100,-91,-89,-100,-66,-87,-69,-69,-100,-100,-100,-100,-100,-60,-100,-75,-79,-69,-64,-69,-66,-66,-100
2,-61,-71,-86,-52,-82,-100,-73,-70,-74,-100,-100,-56,-86,-73,-100,-100,-51,-75,-66,-100,-100,-100,-64,-74,-63,-100,-100,-66,-100,-100,-88,-83,-100,-100,-74,-69,-100,-100,-68,-100,-86,-72,-69,-70,-71,-100,-57,-100,-84,-100,-100,-100,-100,-100,-100,-67,-100,-57,-100,-100,-81,-69,-100,-73,-100,-75,-100,-100,-100,-52,-52,-63,-100,-76,-78,-100,-100,-72,-65,-100,-57,-80,-67,-64,-70,-100,-72,-67,-66,-100,-100,-100,-100,-100,-82,-62,-100,-100,-100,-100,-100,-100,-63,-100,-64,-100,-69,-100,-100,-61,-76,-100,-91,-89,-100,-66,-87,-69,-69,-100,-100,-100,-100,-100,-60,-100,-75,-79,-69,-64,-69,-66,-66,-100
2,-61,-71,-86,-52,-82,-100,-73,-70,-100,-100,-100,-56,-86,-73,-100,-100,-51,-73,-67,-100,-100,-100,-64,-74,-63,-100,-100,-66,-100,-100,-88,-77,-100,-100,-74,-69,-100,-100,-68,-100,-86,-72,-69,-70,-69,-100,-57,-100,-83,-100,-100,-100,-100,-100,-100,-67,-100,-57,-100,-100,-81,-69,-100,-73,-100,-100,-100,-100,-100,-52,-52,-63,-100,-76,-78,-100,-100,-100,-65,-100,-57,-80,-67,-64,-70,-100,-72,-67,-67,-100,-100,-100,-100,-100,-82,-62,-100,-100,-100,-100,-100,-100,-63,-100,-64,-100,-69,-100,-100,-61,-76,-100,-91,-88,-100,-100,-87,-100,-69,-100,-100,-100,-100,-100,-100,-100,-75,-79,-69,-64,-69,-67,-67,-100
2,-60,-71,-86,-51,-82,-100,-73,-70,-100,-100,-100,-56,-86,-73,-100,-100,-51,-74,-67,-100,-100,-100,-63,-63,-63,-100,-69,-72,-100,-100,-88,-77,-100,-100,-74,-69,-100,-100,-67,-100,-86,-72,-69,-70,-69,-100,-59,-100,-83,-100,-100,-100,-100,-100,-100,-67,-100,-57,-100,-100,-80,-69,-100,-73,-100,-100,-100,-100,-100,-54,-54,-63,-100,-77,-78,-100,-100,-100,-63,-100,-57,-80,-67,-64,-70,-65,-72,-67,-67,-100,-100,-100,-100,-100,-79,-61,-100,-100,-100,-100,-100,-100,-63,-100,-65,-100,-69,-100,-100,-61,-76,-100,-91,-88,-100,-100,-85,-100,-69,-100,-76,-100,-100,-100,-100,-100,-75,-79,-69,-64,-69,-67,-67,-100
2,-60,-71,-84,-51,-82,-100,-73,-100,-100,-100,-100,-56,-85,-100,-100,-100,-51,-74,-67,-100,-100,-100,-63,-63,-63,-100,-69,-72,-100,-100,-87,-78,-100,-100,-74,-69,-100,-100,-67,-100,-84,-72,-69,-70,-71,-100,-59,-100,-80,-100,-100,-100,-100,-100,-100,-67,-100,-57,-100,-100,-80,-69,-100,-73,-100,-100,-100,-100,-100,-54,-54,-100,-100,-77,-78,-100,-100,-100,-63,-100,-57,-80,-100,-64,-70,-65,-72,-67,-67,-100,-100,-100,-100,-100,-79,-61,-100,-100,-100,-100,-100,-100,-63,-100,-65,-100,-69,-100,-100,-61,-76,-100,-87,-89,-100,-100,-85,-100,-69,-100,-76,-100,-100,-100,-100,-100,-75,-80,-69,-64,-69,-66,-67,-100
2,-60,-71,-84,-60,-82,-100,-73,-100,-100,-100,-100,-56,-85,-72,-100,-100,-51,-74,-67,-100,-100,-100,-63,-63,-63,-100,-69,-67,-100,-100,-87,-76,-100,-100,-75,-69,-100,-100,-67,-100,-84,-73,-69,-70,-70,-100,-59,-100,-79,-100,-100,-100,-100,-100,-100,-67,-100,-56,-100,-100,-80,-69,-100,-73,-100,-100,-100,-70,-100,-55,-54,-100,-100,-77,-78,-100,-100,-70,-63,-100,-57,-80,-100,-64,-69,-65,-72,-67,-67,-100,-100,-100,-100,-100,-79,-59,-75,-100,-100,-100,-100,-100,-65,-100,-65,-100,-69,-100,-100,-62,-76,-100,-87,-89,-100,-100,-85,-69,-69,-100,-76,-70,-100,-100,-100,-100,-75,-80,-69,-69,-70,-66,-67,-100
2,-60,-71,-84,-60,-82,-100,-73,-100,-100,-100,-100,-100,-85,-72,-100,-100,-51,-74,-67,-100,-100,-100,-63,-63,-63,-100,-69,-67,-100,-100,-87,-76,-100,-100,-75,-69,-100,-100,-67,-100,-84,-73,-69,-100,-70,-100,-59,-100,-79,-100,-100,-100,-100,-100,-100,-67,-100,-56,-100,-100,-80,-69,-100,-100,-100,-100,-100,-70,-100,-55,-54,-100,-100,-77,-80,-100,-100,-70,-63,-100,-57,-80,-100,-64,-69,-65,-72,-67,-67,-100,-100,-100,-100,-100,-79,-59,-75,-100,-100,-100,-100,-100,-65,-100,-65,-100,-69,-100,-100,-62,-100,-100,-87,-89,-100,-100,-85,-69,-100,-100,-76,-70,-100,-100,-100,-100,-75,-80,-69,-69,-70,-66,-66,-100
3,-62,-72,-84,-54,-81,-100,-73,-100,-100,-100,-100,-58,-85,-72,-100,-100,-51,-73,-100,-100,-100,-100,-63,-63,-67,-100,-69,-70,-100,-68,-88,-82,-100,-100,-74,-69,-100,-100,-67,-100,-84,-73,-69,-100,-70,-69,-59,-100,-77,-100,-100,-100,-100,-100,-100,-67,-100,-56,-100,-100,-80,-69,-100,-100,-69,-100,-100,-70,-100,-54,-53,-100,-100,-77,-78,-100,-100,-70,-63,-100,-59,-100,-71,-66,-88,-66,-100,-100,-100,-100,-71,-100,-100,-100,-82,-61,-75,-100,-100,-100,-100,-100,-60,-100,-64,-100,-100,-100,-100,-62,-100,-100,-86,-91,-100,-62,-85,-71,-70,-100,-76,-70,-100,-100,-59,-100,-100,-78,-100,-69,-69,-67,-67,-100
3,-62,-72,-84,-54,-75,-100,-80,-100,-100,-100,-100,-58,-80,-72,-100,-100,-51,-79,-71,-100,-100,-100,-63,-63,-67,-100,-69,-70,-100,-68,-86,-80,-100,-100,-69,-69,-100,-100,-67,-100,-80,-65,-69,-100,-70,-69,-59,-100,-75,-100,-100,-100,-100,-100,-100,-67,-100,-46,-100,-100,-81,-73,-100,-100,-74,-100,-100,-70,-100,-54,-53,-100,-100,-77,-73,-100,-100,-70,-69,-100,-59,-100,-71,-66,-88,-66,-100,-67,-71,-100,-71,-100,-100,-100,-75,-71,-75,-100,-100,-100,-100,-100,-60,-100,-64,-63,-100,-100,-100,-55,-100,-100,-83,-86,-100,-62,-80,-71,-70,-100,-76,-70,-100,-100,-59,-100,-100,-81,-100,-69,-69,-71,-67,-100
3,-62,-72,-80,-54,-75,-100,-80,-100,-100,-100,-100,-58,-80,-72,-100,-100,-51,-79,-71,-100,-100,-100,-100,-100,-67,-100,-100,-70,-100,-68,-86,-80,-100,-100,-69,-69,-100,-100,-100,-100,-80,-65,-69,-100,-70,-69,-100,-100,-75,-100,-100,-100,-100,-100,-100,-67,-100,-46,-100,-100,-81,-73,-100,-100,-74,-100,-100,-70,-100,-54,-53,-100,-100,-77,-73,-100,-100,-70,-69,-100,-59,-100,-71,-66,-88,-66,-100,-67,-71,-100,-71,-100,-100,-100,-75,-71,-75,-100,-100,-100,-100,-100,-60,-100,-64,-63,-100,-100,-100,-55,-100,-100,-83,-86,-100,-62,-80,-71,-70,-100,-100,-70,-100,-100,-59,-100,-100,-81,-100,-69,-73,-71,-67,-100
3,-70,-72,-80,-54,-75,-100,-80,-100,-100,-100,-100,-58,-80,-72,-100,-100,-63,-79,-71,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-68,-86,-80,-100,-100,-69,-69,-100,-100,-100,-100,-80,-65,-69,-100,-70,-69,-100,-100,-75,-100,-100,-100,-100,-100,-100,-66,-72,-42,-100,-100,-77,-73,-100,-100,-74,-100,-100,-70,-100,-64,-45,-64,-100,-80,-73,-100,-100,-70,-69,-71,-59,-100,-71,-66,-88,-66,-100,-67,-71,-100,-71,-100,-100,-100,-77,-71,-75,-100,-100,-100,-100,-100,-66,-100,-64,-63,-100,-100,-100,-58,-100,-100,-83,-86,-100,-62,-80,-71,-70,-100,-100,-70,-100,-100,-59,-100,-100,-81,-100,-68,-73,-71,-67,-100
3,-70,-72,-81,-54,-75,-100,-79,-100,-100,-100,-100,-58,-81,-100,-100,-100,-63,-76,-71,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-68,-86,-78,-100,-100,-69,-69,-100,-100,-100,-100,-81,-67,-69,-100,-67,-69,-100,-100,-74,-100,-100,-100,-100,-100,-100,-66,-72,-42,-100,-100,-77,-72,-100,-100,-74,-100,-100,-100,-100,-64,-45,-64,-100,-80,-73,-100,-100,-100,-69,-71,-59,-100,-71,-66,-88,-66,-100,-67,-71,-100,-71,-100,-100,-100,-77,-71,-100,-100,-100,-100,-100,-100,-66,-100,-64,-63,-100,-100,-100,-58,-100,-100,-84,-88,-100,-62,-81,-71,-70,-100,-100,-100,-100,-100,-59,-100,-100,-79,-100,-68,-73,-71,-67,-100
3,-70,-72,-83,-54,-75,-100,-78,-100,-100,-100,-100,-58,-83,-100,-100,-100,-63,-76,-72,-100,-100,-100,-100,-100,-70,-100,-100,-70,-100,-68,-85,-80,-100,-100,-69,-69,-100,-100,-100,-100,-84,-69,-69,-100,-65,-69,-58,-100,-73,-100,-100,-100,-100,-100,-100,-66,-72,-42,-100,-100,-77,-72,-100,-100,-74,-100,-100,-100,-100,-60,-45,-59,-100,-80,-72,-100,-100,-100,-69,-71,-59,-100,-71,-66,-88,-66,-100,-67,-72,-100,-71,-100,-100,-100,-77,-71,-100,-100,-100,-100,-100,-100,-66,-100,-64,-67,-100,-100,-100,-58,-100,-100,-83,-90,-100,-62,-84,-71,-70,-68,-100,-100,-100,-100,-59,-100,-100,-79,-100,-68,-72,-72,-72,-100
3,-70,-72,-83,-100,-75,-100,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-63,-76,-72,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-85,-80,-100,-100,-69,-100,-100,-100,-100,-100,-84,-69,-100,-100,-65,-100,-58,-100,-73,-100,-100,-100,-100,-100,-100,-66,-72,-42,-100,-100,-77,-72,-100,-100,-74,-100,-100,-100,-100,-60,-45,-59,-100,-80,-72,-100,-100,-100,-69,-71,-100,-100,-100,-100,-100,-100,-100,-67,-72,-100,-100,-100,-100,-100,-77,-71,-100,-100,-100,-100,-100,-100,-66,-100,-100,-67,-100,-100,-100,-58,-100,-100,-83,-90,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-79,-100,-68,-72,-72,-72,-100
3,-70,-72,-83,-100,-76,-100,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-63,-76,-72,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-85,-80,-100,-100,-67,-100,-100,-100,-100,-100,-84,-69,-100,-100,-65,-100,-58,-100,-73,-100,-100,-100,-100,-100,-100,-66,-72,-42,-100,-100,-77,-72,-100,-100,-74,-100,-100,-100,-100,-60,-45,-59,-100,-80,-72,-100,-100,-100,-69,-71,-100,-100,-100,-100,-100,-100,-100,-67,-72,-100,-100,-100,-100,-100,-77,-71,-100,-100,-100,-100,-100,-100,-66,-100,-100,-67,-100,-100,-100,-53,-100,-100,-83,-90,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-61,-100,-100,-79,-73,-68,-72,-72,-72,-100
3,-70,-72,-83,-100,-76,-100,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-63,-75,-72,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-87,-78,-100,-100,-67,-100,-100,-100,-100,-100,-84,-67,-100,-100,-65,-100,-58,-100,-72,-100,-100,-100,-100,-100,-100,-66,-72,-42,-100,-100,-77,-73,-100,-100,-100,-100,-100,-100,-100,-60,-45,-59,-100,-80,-73,-100,-100,-100,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-62,-100,-100,-100,-53,-100,-100,-85,-89,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-61,-100,-100,-80,-73,-68,-73,-72,-72,-100
3,-70,-72,-83,-100,-77,-100,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-63,-75,-72,-100,-100,-100,-100,-100,-70,-100,-100,-71,-100,-100,-87,-78,-100,-100,-67,-73,-100,-100,-100,-100,-84,-67,-73,-100,-65,-100,-58,-100,-72,-100,-100,-100,-100,-100,-100,-66,-72,-42,-100,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-56,-45,-59,-100,-79,-73,-100,-100,-74,-68,-71,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-65,-100,-77,-100,-100,-100,-100,-100,-100,-68,-66,-100,-100,-62,-100,-100,-100,-53,-100,-100,-85,-89,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-61,-100,-100,-80,-73,-67,-74,-72,-72,-100
3,-70,-72,-83,-100,-77,-100,-78,-100,-100,-100,-100,-100,-83,-100,-100,-100,-63,-75,-72,-100,-100,-100,-100,-100,-70,-100,-100,-71,-100,-100,-87,-78,-100,-100,-67,-73,-100,-100,-100,-100,-84,-67,-73,-100,-65,-100,-58,-100,-72,-100,-100,-100,-100,-100,-100,-66,-72,-42,-100,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-56,-45,-59,-100,-79,-73,-100,-100,-74,-68,-71,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-65,-100,-77,-100,-100,-100,-100,-100,-100,-68,-66,-100,-100,-62,-100,-100,-100,-53,-100,-100,-85,-89,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-61,-100,-100,-80,-73,-67,-74,-72,-72,-100
3,-100,-72,-83,-100,-77,-100,-79,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-78,-72,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-85,-78,-100,-100,-67,-73,-100,-100,-100,-100,-84,-69,-73,-100,-64,-100,-58,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-56,-45,-59,-100,-79,-73,-100,-100,-74,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-65,-100,-77,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-62,-100,-100,-100,-53,-100,-100,-88,-91,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-61,-100,-100,-80,-73,-67,-74,-71,-71,-100
3,-100,-72,-83,-100,-77,-100,-79,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-78,-72,-100,-100,-100,-100,-100,-100,-100,-67,-71,-100,-100,-85,-78,-100,-100,-67,-73,-100,-100,-100,-100,-84,-69,-73,-75,-64,-100,-59,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-56,-45,-59,-100,-79,-73,-100,-100,-74,-69,-66,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-66,-100,-65,-100,-77,-100,-65,-100,-100,-100,-100,-67,-100,-100,-100,-62,-100,-100,-100,-54,-100,-100,-88,-91,-100,-100,-84,-100,-100,-68,-100,-100,-100,-100,-61,-100,-100,-80,-73,-67,-74,-71,-71,-100
3,-100,-72,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-67,-71,-100,-100,-87,-79,-100,-100,-68,-73,-100,-100,-100,-100,-100,-66,-73,-75,-64,-100,-59,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-72,-100,-100,-100,-100,-100,-100,-100,-56,-45,-100,-100,-79,-73,-100,-100,-74,-69,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-65,-100,-77,-100,-65,-100,-100,-100,-100,-67,-100,-100,-100,-62,-100,-100,-100,-54,-100,-100,-82,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-82,-73,-67,-73,-71,-71,-100
3,-100,-72,-100,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-87,-79,-100,-100,-68,-73,-100,-100,-100,-100,-100,-66,-73,-75,-64,-100,-60,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-72,-100,-100,-100,-100,-100,-100,-100,-56,-45,-100,-100,-79,-73,-100,-100,-74,-68,-64,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-62,-100,-65,-100,-77,-100,-65,-100,-100,-100,-100,-67,-100,-100,-100,-64,-100,-100,-100,-54,-100,-100,-82,-92,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-61,-100,-100,-82,-73,-67,-73,-71,-71,-100
3,-100,-72,-100,-100,-77,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-86,-76,-100,-100,-69,-73,-100,-100,-100,-100,-100,-67,-73,-75,-64,-100,-60,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-56,-45,-100,-100,-79,-74,-100,-100,-74,-68,-64,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-62,-100,-65,-100,-77,-100,-65,-100,-100,-100,-100,-67,-100,-100,-100,-64,-100,-100,-100,-54,-100,-100,-81,-91,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-61,-100,-100,-82,-100,-67,-73,-71,-71,-100
3,-100,-73,-100,-65,-77,-100,-79,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-72,-71,-100,-100,-86,-76,-100,-100,-69,-73,-100,-100,-100,-100,-100,-67,-73,-75,-64,-100,-60,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-73,-100,-100,-100,-100,-100,-100,-100,-56,-45,-100,-100,-79,-74,-100,-100,-74,-68,-64,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-62,-100,-65,-100,-77,-63,-65,-100,-100,-100,-100,-66,-100,-100,-100,-65,-100,-100,-100,-54,-100,-100,-81,-91,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-61,-100,-100,-82,-100,-67,-73,-71,-71,-100
3,-100,-73,-100,-65,-74,-100,-82,-100,-100,-100,-100,-54,-80,-100,-100,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-88,-78,-100,-100,-69,-100,-100,-100,-100,-100,-80,-65,-100,-75,-65,-100,-60,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-72,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-79,-69,-100,-100,-100,-68,-64,-100,-100,-78,-100,-100,-100,-100,-100,-72,-100,-62,-100,-100,-100,-77,-63,-65,-100,-100,-100,-100,-66,-100,-100,-100,-65,-100,-100,-100,-54,-100,-100,-82,-90,-100,-100,-80,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-73,-71,-71,-100
3,-100,-73,-100,-62,-74,-100,-82,-100,-100,-100,-100,-54,-80,-100,-100,-100,-100,-76,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-88,-78,-100,-100,-70,-100,-100,-100,-100,-100,-80,-65,-100,-75,-65,-100,-57,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-72,-100,-100,-100,-100,-100,-100,-100,-64,-45,-100,-100,-79,-69,-100,-100,-100,-70,-64,-100,-100,-78,-100,-100,-100,-100,-100,-72,-100,-62,-100,-100,-100,-77,-64,-65,-100,-100,-100,-100,-64,-100,-100,-100,-63,-100,-100,-100,-52,-100,-100,-82,-90,-100,-100,-80,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-75,-71,-71,-100
3,-100,-73,-100,-62,-74,-100,-78,-100,-100,-100,-100,-54,-80,-100,-100,-100,-100,-75,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-85,-78,-100,-100,-70,-100,-100,-100,-100,-100,-80,-67,-100,-100,-66,-100,-57,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-75,-100,-100,-100,-100,-100,-100,-100,-64,-45,-100,-100,-100,-69,-100,-100,-100,-70,-64,-100,-100,-78,-100,-100,-100,-100,-100,-72,-100,-62,-100,-100,-100,-77,-64,-100,-100,-100,-100,-100,-64,-100,-100,-100,-63,-100,-100,-100,-52,-100,-100,-82,-86,-100,-100,-80,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-75,-71,-71,-100
3,-100,-73,-100,-62,-74,-100,-78,-100,-100,-100,-100,-54,-80,-100,-100,-100,-100,-75,-72,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-85,-78,-100,-100,-70,-100,-100,-100,-100,-100,-80,-67,-100,-71,-66,-100,-63,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-75,-100,-100,-100,-100,-100,-72,-100,-59,-45,-100,-100,-100,-69,-100,-100,-100,-70,-64,-100,-100,-78,-100,-100,-100,-100,-100,-72,-100,-62,-100,-68,-100,-76,-64,-100,-100,-100,-100,-100,-63,-100,-100,-100,-63,-100,-100,-100,-51,-100,-100,-82,-86,-100,-100,-80,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-75,-71,-71,-100
